Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Unemployment with intermediate education (% of total labor force with intermediate education),6.730000019,7.380000114,8.989999771,10.03999996,11.69999981,,11.21000004,11.94999981,12.39000034,11.44999981,11.81999969,10.97999954,10.89000034,9.680000305,10.92000008,,8.640000343,4.150000095,4.269999981,4.03000021,7.409999847,13.30000019,14.39000034,13.97000027
"Unemployment with basic education, male (% of male labor force with basic education)",7.389999866,7.909999847,8.670000076,9.770000458,10.65999985,,10.18000031,9.920000076,10.39000034,8.909999847,9.449999809,8.489999771,7.829999924,6.789999962,7.849999905,,6.400000095,5.860000134,5.739999771,5.760000229,7.699999809,11.97999954,13.73999977,13.05000019
"Unemployment with advanced education, female (% of female labor force with advanced education)",3.190000057,4.110000134,4.039999962,4.690000057,5.53000021,,5.150000095,4.400000095,5.320000172,4.75,4.889999866,5.119999886,5.050000191,5.150000095,5.230000019,,4.820000172,1.730000019,2.319999933,1.669999957,5.820000172,7.110000134,8.039999962,7.809999943
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",11.06999969,11.77999973,13.47000027,15.30000019,16.77000046,,16.32999992,16.64999962,17.03000069,15.67000008,16.73999977,15.56999969,14.57999992,13.59000015,15.35999966,,13.22999954,12.81999969,12.89000034,12.90999985,16.28000069,23.05999947,24.90999985,24.5
"Labor force, female (% of total labor force)",37.8794753,37.94990101,38.26372778,38.79551912,39.46689884,40.1938656,40.92289739,41.60429559,41.81094135,42.21146945,42.71401779,42.71889483,42.81677725,42.68140961,42.95109328,42.60094447,42.24158846,42.09480477,42.12394316,42.21714166,42.55379167,42.70573182,43.23043304,43.43242213
Labor force with intermediate education (% of total working-age population with intermediate education),78.33999634,77.77999878,78.72000122,78.87000275,78.87000275,,78.68000031,79.41999817,79.23000336,79.44999695,80.51000214,79.79000092,79.65000153,79.40000153,79.80000305,,77.41999817,82.91000366,83.05999756,82.98999786,79.26999664,75.34999847,75.62999725,75.31999969
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",66.47000122,64.72000122,65.63999939,65.76000214,66.37999725,,67.02999878,67.90000153,67.76000214,68.29000092,68.97000122,68.63999939,68.25,68.02999878,68.20999908,,65.68000031,63.79000092,63.72000122,63.50999832,63.81000137,63.88000107,64.18000031,64.23000336
Ratio of female to male labor force participation rate (%) (national estimate),59.84035988,59.99755247,60.71342153,61.99780295,63.65081402,,67.33102279,69.09293267,69.59006268,70.62252132,71.96284905,71.91891456,72.14635208,71.71869311,72.44538844,,70.40422041,69.14865988,69.2043807,69.45107709,70.39691689,70.8322227,72.2867426,72.85504079
"Labor force with basic education, male (% of male working-age population with basic education)",85.23000336,82.41999817,83.37000275,82.51000214,82.77999878,,81.02999878,81,80.55999756,80.73000336,80.66000366,80.09999847,79.12999725,78.77999878,78.37000275,,76.08000183,84.54000092,84.27999878,83.61000061,78.44999695,63.63000107,63.27000046,62.5
"Labor force with advanced education, female (% of female working-age population with advanced education)",82.70999908,82.01999664,82.09999847,81.43000031,80.98000336,,80.34999847,81.05999756,80.55000305,80.5,81.56999969,80.62000275,81.26999664,80.51999664,80.79000092,,79.19999695,75.98999786,78.73000336,80.83999634,78.79000092,78.80999756,78.94999695,78.69999695
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",62.66799927,60.23699951,60.97900009,60.86899948,61.33000183,60.94200134,60.55199814,62.04199982,61.60200119,62.5719986,64.04199982,62.63199997,62.34199905,61.84199905,61.34199905,59.36199951,57.35200119,57.06999969,55.93000031,55.09000015,54.91999817,55.15999985,56,56.11000061
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",48.55799866,47.4640007,47.93199921,48.40200043,49.55699921,49.8370018,50.07500076,52.25699997,51.9679985,53.35200119,55.08499908,53.76399994,53.9659996,53.31700134,53.04600143,51.2179985,49.39899826,48.54100037,47.49300003,47,47.04899979,48.14599991,49.43000031,49.48400116
"Average working hours of children, working only, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,32.8,,30.54158,29.35435823,26.16,,,
"Average working hours of children, working only, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,33.4,,32.72229,24.17004661,15.4,,,
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,19.1,,17.37838,16.61442309,15.49,,,
"Children in employment, female (% of female children ages 7-14)",,,,,,,,,,4.60644,,,4,3.5,3.3,,2.59,,2.071282,2.209616092,1.53,,,
Child employment in services (% of economically active children ages 7-14),,,,,,,,,,,,,33.5,34.6,39.08,,33.76,,36.64,34.12065463,35.57,,,
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,6.11,,7.75,4.878941843,8.42,,,
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",,,,,,,,,,9.7,,,,8.6,9.85,,9.55,,8.06,8.873560139,9.34,,,
GDP per person employed (constant 2017 PPP $),28187.07624,29156.80478,29355.03516,29103.50606,28602.49733,28754.95511,28318.92949,28203.13064,28187.30996,28657.09419,28908.05681,29404.1693,30708.74353,31495.68382,31267.40158,33242.61437,34535.26384,34910.0344,35428.84362,35097.68815,33985.25028,33700.00503,34032.06677,34098.79511
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,65.7,,61.65,67.48171558,63.7,,,
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",60.72000122,61.50999832,60.65999985,60.38000107,59.54999924,60.56000137,61.41999817,61.56000137,61.22000122,61.84999847,62.20000076,62.68000031,63.79999924,64.94000244,65.01000214,65.48000336,65.68000031,66.31999969,65.95999908,65.83000183,64.19000244,63.65000153,63.34999847,63
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",32.07000065,29.55000114,30.12000084,29.86000061,30.38999939,30.88000107,31.59000015,31.9800005,31.81000042,31.34000015,31.99999905,30.67000008,29.84999943,28.43999958,27.62000036,26.22999954,25.0899992,21.9199996,21.86999989,21.46000004,22.16999912,22.40000081,23.19999981,23.73999929
"Employment to population ratio, 15+, male (%) (national estimate)",79.01999664,76.48000336,76.62000275,75.44999695,74.62000275,,73.95999908,74.11000061,73.33999634,74.48999786,74.33000183,74.51000214,74.36000061,74.98000336,74.15000153,,73.44999695,71.48000336,71.48999786,71.19000244,69.88999939,67.65000153,66.52999878,66.69999695
"Self-employed, total (% of total employment) (modeled ILO estimate)",37.41999817,36.02000046,36.77999878,36.91999817,37.54999924,37.09999847,36.79999924,36.93999863,37,36.43999863,36.52999878,35.74000168,34.58000183,33.54999924,33.04999924,32.13999939,31.48999977,29.87999916,30.12999916,30.01000023,31.29999924,31.75,32.29999924,32.75
"Employers, male (% of male employment) (modeled ILO estimate)",5.559999943,4.960000038,5.550000191,5.46999979,5.619999886,5.699999809,5.619999886,5.53000021,5.539999962,5.369999886,5.570000172,5.860000134,4.900000095,5.789999962,5.650000095,4.929999828,4.28000021,4.980000019,5.090000153,5.110000134,5.449999809,5.360000134,5.840000153,6
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",68.18699646,64.26599884,63.92900085,61.95000076,60.66699982,60.26699829,59.22600174,59.68199921,58.90399933,60.35300064,60.57600021,60.21099854,60.29999924,60.70100021,58.83800125,58.17100143,56.54000092,56.9620018,55.84199905,54.80599976,52.31999969,47.50299835,46.70000076,47.08599854
Employment in agriculture (% of total employment) (modeled ILO estimate),18.13999939,17.10000038,16.85000038,16.20000076,16.69000053,16.48999977,16.42000008,16.53000069,16.68000031,17.13999939,16.62000084,15.61999989,14.68000031,13.85000038,13.43000031,12.65999985,11.98999977,11.47000027,11.17000008,10.34000015,10.19999981,10.14000034,9.460000038,9.260000229
"Child employment in agriculture, male (% of male economically active children ages 7-14)",,,,,,,,,,66.2,,,,60.4,59.21,,63.17,,62.44,61.82099205,60.92,,,
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",,,,,,,,,,,,,,,,,,,,,,,,
Poverty gap at $6.85 a day (2017 PPP) (%),26.3,26.8,27,25.7,26.7,,23.6,22.8,23.6,22.3,20.8,18.4,17.3,15.3,14.4,,12.4,11.2,10,9.2,9.9,11,11.2,11.1
"Multidimensional poverty headcount ratio, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),29.7,30,30.2,28.9,29.9,,26.2,25.3,26.1,24.4,22.3,19.4,18,15.7,14.6,,12,10.6,9.5,8.6,9.3,10.6,11,10.9
Income share held by lowest 20%,2.4,2.2,2.3,2.4,2.5,,2.5,2.6,2.6,2.9,2.9,3,3,3.2,3.2,,3.3,3.4,3.5,3.6,3.6,3.3,3.2,3.1
Income share held by highest 20%,63.8,63.9,63.8,63.8,63.3,,62.5,62.4,61.8,60.8,60.7,60.1,59.3,58.6,58.2,,57.5,58.1,57.5,56.9,56.7,58,57.8,58.3
"Domestic private health expenditure per capita, PPP (current international $)",,,,,,438.352735,464.1871496,476.7825759,453.9175198,482.0395793,514.802264,547.1324928,591.1646224,599.4174049,620.3139246,621.8320718,646.1365933,657.8398861,689.0282696,736.5705593,744.3289778,743.2828939,800.5720577,846.3226188
Out-of-pocket expenditure per capita (current US$),,,,,,114.365062,102.1507458,89.90401553,89.19474718,104.5161777,138.0999104,166.9066482,199.4535974,218.502245,225.2661022,263.4962929,302.2475276,284.0591382,276.4600927,286.606392,194.0181927,195.0293005,230.08906,215.025626
Domestic general government health expenditure (% of general government expenditure),,,,,,10.06367397,9.69549656,9.47249889,8.56151581,9.08271027,8.41317558,9.03494263,9.26290607,9.3671751,9.99294472,8.96652412,9.2232275,9.01109314,9.48335266,9.6032362,10.01467323,9.96098709,10.322999,10.31530952
External health expenditure per capita (current US$),,,,,,0.9944788,0.76619064,0.7796941,0.49510941,1.56827966,0.25959747,0.51535075,0.49244093,0.37878177,1.07604705,2.20535571,3.49790021,1.19215022,0.66662495,1.40356191,0.62920009,0.59342123,0.62286445,0.7398605
Current health expenditure (% of GDP),,,,,,8.33459282,8.54960632,8.69685745,8.18899918,8.12491989,8.03540993,8.24952602,8.20183945,8.01129246,8.39480209,7.94515991,7.78819466,7.73637724,7.97659969,8.39644623,8.90929508,9.16901207,9.47124863,9.46475124
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),,,,,,,,,,,,,,0.868777931,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),,,,,,,,,,,,,,0.387298129,,,,,,,,,,
"Tuberculosis case detection rate (%, all forms)",,,,,,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88
"Prevalence of severe wasting, weight for height, female (% of children under 5)",,1,,,,,,,,,,,0.5,,,,,,,,,,,
Coverage of unemployment benefits and ALMP (% of population),,,,,,,,,,,,6.221388891,,,7.159871963,,5.602070433,5.897416201,,,6.913556199,2.797367977,2.119173714,1.849361482
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),,,,,,,,,,,,1.502794216,,,2.482994568,,2.639151589,2.861736814,,,4.157446372,4.310282179,4.2595375,3.995793939
"PPP conversion factor, GDP (LCU per international $)",0.539155171,0.627179508,0.664200674,0.689151687,0.734012248,0.757988854,0.802259625,0.867348032,0.970414143,1.018305755,1.060716152,1.09867155,1.138643292,1.215291223,1.295865426,1.388335654,1.473216414,1.605704427,1.701276302,1.81320107,1.988814116,2.133081675,2.18155694,2.226397081
Net secondary income (Net current transfers from abroad) (constant LCU),,,,,,2789000000,,,,,,,,,,,,,,,,,,
Taxes less subsidies on products (current LCU),95206185700,1.07466E+11,1.15346E+11,1.20408E+11,1.45793E+11,1.67766E+11,1.95334E+11,2.18573E+11,2.47233E+11,2.95769E+11,3.27766E+11,3.6016E+11,4.00735E+11,4.83325E+11,4.83277E+11,5.83007E+11,6.55921E+11,7.20501E+11,7.77859E+11,8.06219E+11,8.40186E+11,8.49506E+11,9.13553E+11,9.92991E+11
Net primary income (Net income from abroad) (current US$),-10747133636,-11374332106,-14575678723,-17840127931,-18481104228,-18875699494,-18181923859,-17102444665,-17715067945,-19773414311,-25774068148,-27717364226,-29675243028,-41582259625,-36886943433,-68232531719,-67228445839,-61507417541,-34360076713,-45765828899,-33912135411,-38096506258,-38577403428,-53303274755
Gross savings (current US$),1.11087E+11,1.19411E+11,1.21098E+11,1.19973E+11,76375820014,91708364760,76128535023,78537443955,91649770284,1.26195E+11,1.61511E+11,2.03914E+11,2.70285E+11,3.26054E+11,2.73064E+11,3.93232E+11,4.86647E+11,4.35799E+11,4.48856E+11,3.9626E+11,2.6185E+11,2.41014E+11,2.80178E+11,2.43595E+11
GNI per capita growth (annual %),5.172113112,0.711736831,1.52918859,-1.537599423,-1.921233168,3.190755795,-0.292950114,1.644530232,0.139472429,4.772940438,2.137685734,3.226688067,5.375385728,3.709550658,-0.834431248,5.530893054,3.543612096,1.100021919,3.279839223,-0.823539503,-4.354417924,-4.286993574,0.767363885,0.050713437
"GNI, PPP (constant 2017 international $)",1.79769E+12,1.83841E+12,1.89473E+12,1.89319E+12,1.88338E+12,1.97022E+12,1.99056E+12,2.04901E+12,2.07634E+12,2.20037E+12,2.27266E+12,2.3714E+12,2.5248E+12,2.64443E+12,2.64748E+12,2.82028E+12,2.94747E+12,3.00684E+12,3.13254E+12,3.13351E+12,3.02253E+12,2.91651E+12,2.96227E+12,2.98739E+12
GNI (constant 2015 US$),1.05172E+12,1.07554E+12,1.1085E+12,1.1076E+12,1.10185E+12,1.15266E+12,1.16456E+12,1.19876E+12,1.21475E+12,1.28731E+12,1.3296E+12,1.38737E+12,1.47711E+12,1.5471E+12,1.54889E+12,1.64998E+12,1.72439E+12,1.75912E+12,1.83267E+12,1.83323E+12,1.7683E+12,1.70628E+12,1.73305E+12,1.74775E+12
"GNI, Atlas method (current US$)",5.56285E+11,7.2564E+11,8.52112E+11,8.42278E+11,7.26413E+11,6.87478E+11,5.93938E+11,5.56554E+11,5.43479E+11,6.16151E+11,7.43913E+11,9.12928E+11,1.1775E+12,1.46268E+12,1.61402E+12,1.88792E+12,2.18899E+12,2.45382E+12,2.5711E+12,2.45697E+12,2.08423E+12,1.83998E+12,1.8085E+12,1.92006E+12
Gross domestic savings (current US$),1.18213E+11,1.28344E+11,1.33851E+11,1.36356E+11,93167527297,1.09063E+11,92672934883,93250073620,1.06498E+11,1.42733E+11,1.83727E+11,2.27326E+11,2.95931E+11,3.63412E+11,3.06613E+11,4.58569E+11,5.50891E+11,4.94468E+11,4.79533E+11,4.39301E+11,2.93011E+11,2.75985E+11,3.1662E+11,2.96913E+11
"GDP per capita, PPP (current international $)",8008.05893,8208.219593,8504.681479,8503.697887,8541.710725,8994.743062,9202.876484,9510.823883,9693.555482,10407.83935,10954.86026,11614.49854,12522.51594,13281.07439,13222.74888,14254.51977,14989.15778,14994.34347,15535.72377,15664.80174,14692.63231,14208.16111,14477.86177,14968.85475
GDP per capita (current LCU),4317.586379,5148.027125,5648.815174,5860.337745,6269.72029,6817.914984,7383.096236,8249.194378,9406.763336,10598.36271,11619.99723,12760.51912,14258.67878,16140.37313,17134.90311,19790.05802,22082.27329,24076.48369,26430.55868,28403.43528,29220.91453,30307.16808,31584.27982,33326.61454
"GDP, PPP (current international $)",1.30944E+12,1.36287E+12,1.43344E+12,1.45447E+12,1.48187E+12,1.58194E+12,1.64006E+12,1.71648E+12,1.77033E+12,1.92256E+12,2.04634E+12,2.19306E+12,2.38904E+12,2.5589E+12,2.57206E+12,2.79892E+12,2.97063E+12,2.99853E+12,3.13389E+12,3.18716E+12,3.01475E+12,2.93909E+12,3.01871E+12,3.14595E+12
GDP: linked series (current LCU),7.05992E+11,8.54764E+11,9.52089E+11,1.00235E+12,1.08771E+12,1.19909E+12,1.31576E+12,1.48879E+12,1.71795E+12,1.95775E+12,2.17058E+12,2.40945E+12,2.72026E+12,3.1098E+12,3.33304E+12,3.88585E+12,4.37638E+12,4.81476E+12,5.33162E+12,5.77895E+12,5.99579E+12,6.26933E+12,6.58548E+12,7.00414E+12
Forest rents (% of GDP),0.592516518,0.476913518,0.441682109,0.395769901,0.597985384,0.438364242,0.509243738,0.681147092,0.724837093,0.51787852,0.420035631,0.457333988,0.446927063,0.408386986,0.423451788,0.492752834,0.407418722,0.458362415,0.496176852,0.525533529,0.694350493,0.797093042,0.748017546,0.804450591
Gross value added at basic prices (GVA) (current US$),6.65585E+11,7.43506E+11,7.76205E+11,7.59957E+11,5.19268E+11,5.63744E+11,4.76856E+11,4.34945E+11,4.77893E+11,5.6818E+11,7.56991E+11,9.42072E+11,1.19127E+12,1.43226E+12,1.42531E+12,1.87747E+12,2.22409E+12,2.09629E+12,2.11204E+12,2.11336E+12,1.54967E+12,1.55238E+12,1.77725E+12,1.64518E+12
